Title,Year,Rated,Released,Runtime,Awards,Metascore,IMDBRating,imdbVotes,imdbID
Lincoln,2012,PG-13,16 Nov 2012,150,Won 2 Oscars. 107 wins & 252 nominations total,86.0,7.3,"256,757",tt0443272
Mad Love,1995,PG-13,26 May 1995,93,NA,-1.0,5.4,"6,543",tt0113729
Maleficent,2014,PG,30 May 2014,97,Nominated for 1 Oscar. 12 wins & 43 nominations total,56.0,7.0,"366,653",tt1587310
Maleficent: Mistress of Evil,2019,PG,18 Oct 2019,119,Nominated for 1 Oscar. 1 win & 11 nominations total,43.0,6.6,"100,187",tt4777008
Man of the House,1995,PG,03 Mar 1995,96,2 nominations,-1.0,5.2,"9,576",tt0113755
Mary Poppins Returns,2018,PG,19 Dec 2018,130,Nominated for 4 Oscars. 23 wins & 111 nominations total,66.0,6.7,"86,026",tt5028340
Max Keeble's Big Move,2001,PG,05 Oct 2001,86,1 win & 1 nomination,40.0,5.4,"8,032",tt0273799
"McFarland, USA",2015,PG,20 Feb 2015,129,4 wins & 3 nominations,60.0,7.4,"38,100",tt2097298
Medicine Man,1992,PG-13,07 Feb 1992,106,1 nomination,43.0,6.0,"23,085",tt0104839
Meet the Deedles,1998,PG,27 Mar 1998,93,1 win & 2 nominations,-1.0,4.1,"2,923",tt0120645
Meet the Robinsons,2007,G,30 Mar 2007,95,1 win & 10 nominations,61.0,6.8,"96,371",tt0396555
Metro,1997,R,17 Jan 1997,117,1 nomination,41.0,5.5,"27,341",tt0119664
Miami Rhapsody,1995,PG-13,27 Jan 1995,95,1 nomination,-1.0,5.4,"3,337",tt0113808
Midnight Madness,1980,PG,08 Feb 1980,112,NA,28.0,6.4,"3,490",tt0081159
Mighty Joe Young,1998,PG,25 Dec 1998,114,Nominated for 1 Oscar. 1 win & 4 nominations total,51.0,5.7,"28,904",tt0120751
Million Dollar Arm,2014,PG,16 May 2014,124,1 win & 2 nominations,56.0,7.0,"45,505",tt1647668
Miracle,2004,PG,06 Feb 2004,135,2 wins & 4 nominations,68.0,7.5,"53,529",tt0349825
Miracle at St. Anna,2008,R,26 Sep 2008,160,1 win & 10 nominations,37.0,6.1,"18,525",tt1046997
Mission to Mars,2000,PG,10 Mar 2000,114,2 nominations,34.0,5.7,"72,756",tt0183523
Moana,2016,PG,23 Nov 2016,107,Nominated for 2 Oscars. 21 wins & 90 nominations total,81.0,7.6,"315,408",tt3521164
Money for Nothing,1993,R,10 Sep 1993,100,NA,-1.0,5.7,"3,953",tt0107594
Monkey Kingdom,2015,G,17 Apr 2015,81,2 wins & 1 nomination,72.0,7.3,"3,957",tt3660770
Monsters University,2013,G,21 Jun 2013,104,Nominated for 2 BAFTA Film 9 wins & 58 nominations total,65.0,7.3,"348,001",tt1453405
"Monsters, Inc.",2001,G,02 Nov 2001,92,Won 1 Oscar. 15 wins & 38 nominations total,79.0,8.1,"875,550",tt0198781
Moonlight Mile,2002,PG-13,04 Oct 2002,117,1 win & 6 nominations,59.0,6.6,"14,051",tt0179098
Morning Light,2008,PG,12 Mar 2009,97,NA,51.0,5.8,389,tt1198405
Mr. 3000,2004,PG-13,17 Sep 2004,104,1 win & 5 nominations,57.0,5.6,"14,339",tt0339412
Mr. Destiny,1990,PG-13,12 Oct 1990,110,NA,34.0,6.4,"12,303",tt0100201
Mr. Holland's Opus,1995,PG,19 Jan 1996,143,Nominated for 1 Oscar. 5 wins & 5 nominations total,59.0,7.3,"38,426",tt0113862
Mr. Magoo,1997,PG,25 Dec 1997,87,2 nominations,18.0,4.0,"15,174",tt0119718
Mr. Wrong,1996,PG-13,16 Feb 1996,96,1 win & 2 nominations,-1.0,3.8,"5,078",tt0117102
Mulan,1998,G,19 Jun 1998,88,Nominated for 1 Oscar. 17 wins & 21 nominations total,71.0,7.6,"277,743",tt0120762
Mumford,1999,R,24 Sep 1999,112,1 win & 1 nomination,62.0,6.8,"9,176",tt0140397
Muppet Treasure Island,1996,G,16 Feb 1996,99,5 nominations,64.0,6.9,"23,768",tt0117110
Muppets Most Wanted,2014,PG,21 Mar 2014,107,Nominated for 1 BAFTA Film Award3 wins & 11 nominations total,61.0,6.4,"34,049",tt2281587
My Boyfriend's Back,1993,PG-13,06 Aug 1993,85,NA,-1.0,5.4,"4,576",tt0107626
My Favorite Martian,1999,PG,12 Feb 1999,94,3 nominations,33.0,5.1,"13,497",tt0120764
My Science Project,1985,PG,09 Aug 1985,94,NA,38.0,6.1,"5,777",tt0089652
"Mystery, Alaska",1999,R,01 Oct 1999,119,1 nomination,49.0,6.7,"26,807",tt0134618
National Treasure,2004,PG,19 Nov 2004,131,1 win & 9 nominations,39.0,6.9,"322,927",tt0368891
Need for Speed,2014,PG-13,14 Mar 2014,132,1 win & 5 nominations,39.0,6.4,"168,833",tt2369135
Never Cry Wolf,1983,PG,27 Jan 1984,105,Nominated for 1 Oscar. 4 wins & 3 nominations total,-1.0,7.5,"8,099",tt0086005
New York Stories,1989,PG,10 Mar 1989,124,1 win,-1.0,6.4,"18,192",tt0097965
Newsies,1992,PG,10 Apr 1992,121,1 win & 6 nominations,46.0,6.9,"20,437",tt0104990
Night Crossing,1982,PG,05 Feb 1982,107,2 nominations,-1.0,6.5,"1,415",tt0082810
Nixon,1995,R,05 Jan 1996,192,Nominated for 4 Oscars. 11 wins & 18 nominations total,66.0,7.1,"30,558",tt0113987
Noises Off...,1992,PG-13,20 Mar 1992,101,1 nomination,65.0,7.5,"11,159",tt0105017
Nothing to Lose,1997,R,18 Jul 1997,98,1 win,-1.0,6.7,"46,098",tt0119807
"O Brother, Where Art Thou?",2000,PG-13,02 Feb 2001,107,Nominated for 2 Oscars. 8 wins & 39 nominations total,69.0,7.7,"304,170",tt0190590
Change for the Oceans,2010,NA,NA,2,NA,-1.0,7.0,5,tt1723746
Off Beat,1986,PG,11 Apr 1986,92,NA,-1.0,5.0,947,tt0091668
Old Dogs,2009,PG,25 Nov 2009,88,5 nominations,19.0,5.3,"37,691",tt0976238
Oliver & Company,1988,G,18 Nov 1988,74,1 win & 2 nominations,58.0,6.7,"47,509",tt0095776
One Good Cop,1991,R,03 May 1991,114,1 nomination,-1.0,5.8,"4,136",tt0102593
One Magic Christmas,1985,G,22 Nov 1985,89,2 wins & 7 nominations,-1.0,6.5,"3,788",tt0089731
Onward,2020,PG,06 Mar 2020,102,Nominated for 1 Oscar. 4 wins & 65 nominations total,61.0,7.4,"138,624",tt7146812
Open Range,2003,R,15 Aug 2003,139,1 win & 5 nominations,67.0,7.4,"71,654",tt0316356
Operation Dumbo Drop,1995,PG,28 Jul 1995,107,NA,48.0,5.1,"8,975",tt0114048
Oscar,1991,PG,26 Apr 1991,109,3 nominations,47.0,6.5,"31,668",tt0102603
Out Cold,2001,PG-13,21 Nov 2001,89,NA,22.0,6.3,"17,466",tt0253798
Outrageous Fortune,1987,R,30 Jan 1987,99,2 wins & 1 nomination,55.0,6.2,"8,025",tt0093690
Oz the Great and Powerful,2013,PG,08 Mar 2013,130,6 wins & 31 nominations,44.0,6.3,"205,616",tt1623205
Paradise,1991,PG-13,04 Oct 1991,111,1 win & 4 nominations,-1.0,6.7,"2,899",tt0102631
Passed Away,1992,PG-13,24 Apr 1992,96,1 nomination,-1.0,5.8,"1,341",tt0105103
Pearl Harbor,2001,PG-13,25 May 2001,183,Won 1 Oscar. 14 wins & 51 nominations total,44.0,6.2,"326,478",tt0213149
Penguins,2019,G,17 Apr 2019,76,1 win & 1 nomination,69.0,7.1,"1,626",tt8080302
People Like Us,2012,PG-13,29 Jun 2012,114,NA,49.0,7.0,"42,811",tt1716777
Pete's Dragon,2016,PG,12 Aug 2016,102,3 wins & 7 nominations,71.0,6.7,"57,521",tt2788732
Phenomenon,1996,PG,03 Jul 1996,123,7 wins & 8 nominations,41.0,6.4,"78,699",tt0117333
Piglet's Big Movie,2003,G,21 Mar 2003,75,1 nomination,62.0,6.2,"7,697",tt0323642
Pinocchio,1940,G,23 Feb 1940,88,Won 2 Oscars. 7 wins total,99.0,7.4,"140,877",tt0032910
Pirates of the Caribbean: Dead Men Tell No Tales,2017,PG-13,26 May 2017,129,1 win & 13 nominations,39.0,6.5,"292,790",tt1790809
Pirates of the Caribbean: On Stranger Tides,2011,PG-13,20 May 2011,136,3 wins & 31 nominations,45.0,6.6,"509,973",tt1298650
Play It to the Bone,1999,R,21 Jan 2000,124,NA,32.0,5.5,"11,940",tt0196857
Playing God,1997,R,17 Oct 1997,94,NA,-1.0,5.6,"7,619",tt0119906
Pocahontas,1995,G,23 Jun 1995,81,Won 2 Oscars. 15 wins & 7 nominations total,58.0,6.7,"181,496",tt0114148
Pooh's Heffalump Movie,2005,G,11 Feb 2005,68,1 nomination,64.0,6.4,"7,364",tt0407121
Powder,1995,PG-13,27 Oct 1995,111,2 nominations,-1.0,6.6,"30,047",tt0114168
Prefontaine,1997,PG-13,24 Jan 1997,106,NA,56.0,6.8,"7,237",tt0119937
Pretty Woman,1990,R,23 Mar 1990,119,Nominated for 1 Oscar. 8 wins & 11 nominations total,51.0,7.1,"312,649",tt0100405
Primeval,2007–2011,TV-14,09 Aug 2008,60,Nominated for 1 BAFTA Film Award5 nominations total,-1.0,7.3,"14,268",tt0808096
Prom,2011,PG,29 Apr 2011,104,1 nomination,50.0,5.4,"15,219",tt1604171
Queen of Katwe,2016,PG,30 Sep 2016,124,3 wins & 26 nominations,73.0,7.4,"17,080",tt4341582
Quiz Show,1994,PG-13,07 Oct 1994,133,Nominated for 4 Oscars. 6 wins & 36 nominations total,92.0,7.5,"68,515",tt0110932
Race to Witch Mountain,2009,PG,13 Mar 2009,98,1 nomination,52.0,5.7,"58,879",tt1075417
Raising Helen,2004,PG-13,28 May 2004,119,1 nomination,38.0,6.0,"36,755",tt0350028
Ralph Breaks the Internet,2018,PG,21 Nov 2018,112,Nominated for 1 Oscar. 3 wins & 67 nominations total,71.0,7.0,"152,739",tt5848272
Ransom,1996,R,08 Nov 1996,121,3 wins & 5 nominations,60.0,6.7,"125,621",tt0117438
Ratatouille,2007,G,29 Jun 2007,111,Won 1 Oscar. 67 wins & 42 nominations total,96.0,8.1,"694,110",tt0382932
Raya and the Last Dragon,2021,PG,05 Mar 2021,107,Nominated for 1 Oscar. 10 wins & 59 nominations total,75.0,7.3,"137,720",tt5109280
Real Steel,2011,PG-13,07 Oct 2011,127,Nominated for 1 Oscar. 2 wins & 6 nominations total,56.0,7.1,"319,398",tt0433035
Recess: School's Out,2001,G,16 Feb 2001,82,NA,43.0,6.6,"10,428",tt0265632
Reign of Fire,2002,PG-13,12 Jul 2002,101,1 win & 3 nominations,39.0,6.2,"133,690",tt0253556
Remember the Titans,2000,PG,29 Sep 2000,113,8 wins & 18 nominations,48.0,7.8,"210,371",tt0210945
Renaissance Man,1994,PG-13,03 Jun 1994,128,NA,44.0,6.2,"17,800",tt0110971
Return to Oz,1985,PG,21 Jun 1985,113,Nominated for 1 Oscar. 6 nominations total,42.0,6.8,"26,772",tt0089908
Return to Snowy River,1988,PG,15 Apr 1988,99,2 nominations,-1.0,6.6,"2,513",tt0095993
Rogue One: A Star Wars Story,2016,PG-13,16 Dec 2016,133,Nominated for 2 Oscars. 24 wins & 85 nominations total,65.0,7.8,"600,819",tt3748528
Romy and Michele's High School Reunion,1997,R,25 Apr 1997,92,4 nominations,59.0,6.3,"46,106",tt0120032
Roommates,1995,PG,03 Mar 1995,108,Nominated for 1 Oscar. 2 nominations total,-1.0,6.4,"1,854",tt0114296
Roving Mars,2006,G,27 Jan 2006,40,1 win & 1 nomination,58.0,7.3,"1,050",tt0436595
Running Brave,1983,PG,04 Nov 1983,106,1 nomination,-1.0,6.7,721,tt0086220
Rushmore,1998,R,19 Feb 1999,93,16 wins & 16 nominations,86.0,7.7,"181,700",tt0128445
Ruthless People,1986,R,27 Jun 1986,93,1 win & 3 nominations,78.0,6.9,"27,906",tt0091877
Sarafina!,1992,PG-13,25 Sep 1992,117,3 nominations,-1.0,6.4,"1,995",tt0105316
Saving Mr. Banks,2013,PG-13,20 Dec 2013,125,Nominated for 1 Oscar. 13 wins & 74 nominations total,65.0,7.5,"159,439",tt2140373
Scenes from a Mall,1991,R,22 Feb 1991,89,NA,-1.0,5.4,"4,954",tt0102849
Secretariat,2010,PG,08 Oct 2010,123,3 wins & 6 nominations,61.0,7.2,"28,112",tt1028576
Shadow Conspiracy,1997,R,31 Jan 1997,103,NA,-1.0,4.9,"4,826",tt0120107
Shang-Chi and the Legend of the Ten Rings,2021,PG-13,03 Sep 2021,132,Nominated for 1 Oscar. 17 wins & 52 nominations total,71.0,7.5,"334,590",tt9376612
Shanghai Knights,2003,PG-13,07 Feb 2003,114,4 nominations,58.0,6.2,"104,747",tt0300471
Shanghai Noon,2000,PG-13,26 May 2000,110,1 win & 7 nominations,77.0,6.6,"125,162",tt0184894
Shoot to Kill,1988,R,12 Feb 1988,110,2 nominations,56.0,6.8,"13,198",tt0096098
Shopgirl,2005,R,04 Nov 2005,106,1 win & 7 nominations,62.0,6.3,"23,925",tt0338427
Signs,2002,PG-13,02 Aug 2002,106,3 wins & 34 nominations,59.0,6.7,"354,195",tt0286106
Simon Birch,1998,PG,11 Sep 1998,114,3 wins & 3 nominations,39.0,6.9,"21,226",tt0124879
Sister Act,1992,PG,29 May 1992,100,9 wins & 10 nominations,51.0,6.5,"96,406",tt0105417
Sister Act 2: Back in the Habit,1993,PG,10 Dec 1993,107,1 win & 3 nominations,38.0,5.7,"52,916",tt0108147
Six Days Seven Nights,1998,PG-13,12 Jun 1998,102,2 wins & 5 nominations,51.0,5.8,"76,274",tt0120828
Sky High,2005,PG,29 Jul 2005,100,1 nomination,62.0,6.2,"85,010",tt0405325
Sleeping Beauty,1959,G,29 Jan 1959,75,Nominated for 1 Oscar. 4 wins & 6 nominations total,85.0,7.3,"145,172",tt0053285
Snow Dogs,2002,PG,18 Jan 2002,99,1 win,29.0,5.2,"26,765",tt0281373
Snow White and the Seven Dwarfs,1937,Approved,04 Feb 1938,83,Won 1 Oscar. 11 wins & 6 nominations total,95.0,7.6,"194,079",tt0029583
Solo: A Star Wars Story,2018,PG-13,25 May 2018,135,Nominated for 1 Oscar. 6 wins & 26 nominations total,62.0,6.9,"327,675",tt3778644
Something Wicked This Way Comes,1983,PG,29 Apr 1983,95,2 wins & 7 nominations,-1.0,6.8,"9,159",tt0086336
Son in Law,1993,PG-13,02 Jul 1993,95,1 nomination,33.0,5.8,"19,903",tt0108186
Song of the South,1946,G,20 Nov 1946,94,Won 2 Oscars. 2 wins & 1 nomination total,54.0,7.1,"13,653",tt0038969
Sorority Boys,2002,R,22 Mar 2002,93,1 win & 1 nomination,25.0,5.4,"15,580",tt0279781
Spaced Invaders,1990,PG,27 Apr 1990,100,NA,38.0,5.3,"3,555",tt0100666
Splash,1984,PG,09 Mar 1984,111,Nominated for 1 Oscar. 2 wins & 9 nominations total,71.0,6.3,"75,582",tt0088161
Spy Hard,1996,PG-13,24 May 1996,81,NA,25.0,5.4,"37,691",tt0117723
Squanto: A Warrior's Tale,1994,PG,28 Oct 1994,102,NA,-1.0,6.1,"1,248",tt0111271
Stakeout,1987,R,05 Aug 1987,117,2 wins,69.0,6.7,"25,673",tt0094025
Star Wars: Episode VII - The Force Awakens,2015,PG-13,18 Dec 2015,138,Nominated for 5 Oscars. 62 wins & 138 nominations total,80.0,7.9,"904,569",tt2488496
Star Wars: Episode VIII - The Last Jedi,2017,PG-13,15 Dec 2017,152,Nominated for 4 Oscars. 25 wins & 99 nominations total,84.0,6.9,"606,579",tt2527336
Live from the Red Carpet of Star Wars: The Rise of Skywalker,2019,NA,16 Dec 2019,126,NA,-1.0,-1.0,-1,tt11464830
Stay Alive,2006,PG-13,24 Mar 2006,85,NA,24.0,5.1,"31,981",tt0441796
Stella,1990,PG-13,02 Feb 1990,109,2 nominations,45.0,6.2,"2,645",tt0100691
Step Up,2006,PG-13,11 Aug 2006,104,1 win & 3 nominations,48.0,6.5,"116,748",tt0462590
Step Up 2: The Streets,2008,PG-13,14 Feb 2008,98,2 wins & 3 nominations,50.0,6.2,"86,580",tt1023481
Stick It,2006,PG-13,28 Apr 2006,103,NA,53.0,6.4,"28,682",tt0430634
Straight Talk,1992,PG,03 Apr 1992,91,NA,-1.0,5.7,"3,666",tt0105481
Strange Magic,2015,PG,23 Jan 2015,99,1 win & 4 nominations,25.0,5.8,"10,988",tt4191054
Summer of Sam,1999,R,02 Jul 1999,142,6 nominations,67.0,6.7,"38,209",tt0162677
Super Mario Bros.,1993,PG,28 May 1993,104,2 nominations,35.0,4.1,"53,306",tt0108255
Surrogates,2009,PG-13,25 Sep 2009,89,NA,45.0,6.3,"173,587",tt0986263
Sweet Home Alabama,2002,PG-13,27 Sep 2002,108,3 wins & 6 nominations,45.0,6.2,"110,647",tt0256415
Swing Kids,1993,PG-13,05 Mar 1993,112,1 win & 1 nomination,39.0,6.8,"16,225",tt0108265
Swing Vote,2008,PG-13,01 Aug 2008,120,1 nomination,47.0,6.1,"18,543",tt1027862
Taking Care of Business,1990,R,17 Aug 1990,108,NA,42.0,6.4,"8,607",tt0103035
Tall Tale,1995,PG,24 Mar 1995,96,NA,-1.0,5.9,"3,783",tt0111359
Tangled,2010,PG,24 Nov 2010,100,Nominated for 1 Oscar. 10 wins & 41 nominations total,71.0,7.8,"437,174",tt0398286
Tarzan,1999,G,18 Jun 1999,88,Won 1 Oscar. 11 wins & 23 nominations total,79.0,7.3,"219,336",tt0120855
Terminal Velocity,1994,PG-13,23 Sep 1994,102,NA,-1.0,5.5,"13,667",tt0111400
Tex,1982,PG,30 Jul 1982,103,3 nominations,78.0,6.5,"2,204",tt0084783
That Darn Cat,1997,PG,14 Feb 1997,89,2 nominations,36.0,4.7,"4,399",tt0120317
The 13th Warrior,1999,R,27 Aug 1999,102,2 wins & 2 nominations,42.0,6.6,"122,450",tt0120657
The Absent Minded Professor,1961,Approved,16 Mar 1961,92,Nominated for 3 Oscars. 1 win & 8 nominations total,75.0,6.8,"8,176",tt0054594
The Adventures of Huck Finn,1993,PG,02 Apr 1993,108,NA,-1.0,6.2,"8,499",tt0106223
The Air Up There,1994,PG,07 Jan 1994,107,NA,-1.0,5.5,"8,930",tt0109067
The Alamo,2004,PG-13,09 Apr 2004,137,1 nomination,47.0,6.0,"20,830",tt0318974
The Apple Dumpling Gang,1975,G,01 Jul 1975,100,NA,59.0,6.4,"5,711",tt0072653
The Aristocats,1970,G,24 Dec 1970,78,3 wins,66.0,7.1,"101,059",tt0065421
The Associate,1996,PG-13,25 Oct 1996,114,NA,-1.0,6.1,"8,118",tt0115580
The Avengers,2012,PG-13,04 May 2012,143,Nominated for 1 Oscar. 38 wins & 80 nominations total,69.0,8.1,"1,345,654",tt0848228
The BFG,2016,PG,01 Jul 2016,117,Nominated for 1 BAFTA Film Award4 wins & 26 nominations total,66.0,6.4,"84,252",tt3691740
The Big Green,1995,PG,29 Sep 1995,100,NA,-1.0,5.5,"10,044",tt0112499
The Black Cauldron,1985,PG,24 Jul 1985,80,NA,59.0,6.4,"35,248",tt0088814
The Black Hole,1979,PG,21 Dec 1979,98,Nominated for 2 Oscars. 8 nominations total,52.0,6.0,"25,130",tt0078869
The Boatniks,1970,G,01 Jul 1970,99,NA,-1.0,5.5,770,tt0065482
The Cemetery Club,1993,PG-13,12 Feb 1993,106,1 win,-1.0,5.8,853,tt0106536
The Chronicles of Narnia: Prince Caspian,2008,PG,16 May 2008,150,4 wins & 21 nominations,62.0,6.5,"206,153",tt0499448
The Color of Money,1986,R,17 Oct 1986,119,Won 1 Oscar. 3 wins & 10 nominations total,77.0,7.0,"81,054",tt0090863
The Count of Monte Cristo,2002,PG-13,25 Jan 2002,131,NA,61.0,7.8,"135,482",tt0245844
The Country Bears,2002,G,26 Jul 2002,88,4 nominations,37.0,4.2,"5,526",tt0276033
The Crew,2000,PG-13,25 Aug 2000,88,1 win,37.0,5.6,"5,944",tt0198386
The Devil and Max Devlin,1981,PG,06 Mar 1981,96,NA,-1.0,5.1,"1,289",tt0082263
The Distinguished Gentleman,1992,R,04 Dec 1992,112,4 wins,45.0,5.9,"15,983",tt0104114
The Doctor,1991,PG-13,16 Aug 1991,122,3 nominations,-1.0,7.0,"5,473",tt0101746
The Emperor's New Groove,2000,G,15 Dec 2000,78,Nominated for 1 Oscar. 7 wins & 27 nominations total,70.0,7.4,"195,606",tt0120917
The Fifth Estate,2013,R,18 Oct 2013,128,2 wins & 3 nominations,49.0,6.2,"40,667",tt1837703
The Finest Hours,2016,PG-13,29 Jan 2016,117,2 wins,58.0,6.7,"65,704",tt2025690
